,Headlines,Date,Subjectivity,Polarity,Compound,Negative,Neutral,Positive,Adj Close,Adj Close Detrended
114,VW could build up to    million electric cars  Automotive News Australian court rejects regulator's record fine against Westpac General Electric seeks urgent asset sales as bond fears rise Apple  Goldman Sachs send Wall Street tumbling Wall Street tumbles  S P falls as much as   percent Veritas Capital  Elliott to buy Athenahealth for      billion U S  crude ends lower for record eleventh consecutive session Cable group urges antitrust probe of Comcast and Trump tweets support Apple shares drop on iPhone suppliers' warnings Cosmetics giant Coty replaces CEO  chairman Rabobank explores sale of U S  retail  wealth operations  sources Takeda's Shire takeover to bring      million fee bonanza Noble Group to name former Morgan Stanley banker as next chairman  sources Wall Street equity traders to get biggest bonuses in       study Icahn says VMWare should be worth      per share  cites Red Hat deal Japan's SoftBank steps closer to transformation with mammoth mobile IPO Russian cybersecurity firm Group IB to open global HQ in Singapore  CEO Disappointing third quarter earnings another blow to battered European market Takeda sets vote date  aims to close     billion Shire deal Jan    China's Ruyi  pretender to LVMH's throne  plots more 'affordable luxury' deals Democrats to probe Trump actions on AT T  Amazon  aide In race to fill LNG supply gap  project goalposts have changed SoftBank seeks hard cash in Japan telco IPO U S  equity markets not taking their cues from high yield junk bonds SAP snatches sentiment tracker Qualtrics from verge of IPO for    billion Goldman's Marcus jolts British banks out of savings slumber U S  movie theater chains fear Justice Department review may hit profits Apptio to go private in       billion with Vista Equity Partners Big Oil spent   percent on green energy in      ,2018-11-12,0.3175641025641026,0.005192307692307695,0.8402,0.075,0.816,0.109,51.93149948120117,-0.7682129358897924
115,Zotye  Ford's China partner  set to sell SUVs in U S  in      U S  pigs out on bacon  ribs as trade wars cut chicken demand Exclusive  Dell taps banks to raise more cash for tracking stock offer   sources U S  antitrust chief says evidence  not tweets  drives decision making U S  in China trade talks again  demands 'change of posture' U S  settles antitrust charges with six broadcast companies GE speeds plan to raise    billion cash  lifts sagging shares Danske money laundering scandal is 'tip of iceberg'  whistleblower's lawyer says Home Depot signals U S  housing demand slowing Starbucks to lay off     global corporate employees Former IDG Communications CEO Friedenberg named Reuters News president Oil plummets on global demand concerns  U S  stocks end lower Juul Labs to pull sweet e cig flavors to curb youth use Blue Apron cuts headcount by   percent  posts drop in orders S P  Dow lose ground as crude plunge punishes energy stocks Pentagon expects next big F    contract in spring      Nike hires former Coca Cola executive as Jordan Brand president Oil slumps   percent to one year low as rout extends to    days Goldman Sachs bankers 'cheated' Malaysia over  MDB  PM Mahathir Cathay Pacific executives grilled over data breach 'crisis' German officials sound China alarm as  G auctions loom Impact of U S  court ruling on Keystone XL timing unclear  TransCanada In another push  Elliott calls on Hyundai to boost returns  review assets WeWork gets    billion in new funding from SoftBank Tyson Foods quarterly sales miss estimates  shares fall Exclusive  Juul sounds out Indonesia for expansion  other Asian countries in its sights Asian shares pare losses on U S  China trade optimism  oil slides Trade war and censors blow chill wind through China's giant tech scene Amazon to pick NYC  Northern Virginia for split 'HQ '  source Malaysia PM says U S  DOJ will help return money Goldman Sachs charged for  MDB dealings Oil majors spending 'sweet spot' to last to       BlackRock What is at stake in the Keystone XL pipeline ruling  U S  judge halts Keystone XL oil pipeline in blow to Trump  Trudeau Still a 'lot of work to do' for VW after diesel scandal   U S  compliance auditor You can't copyright taste  EU court says in setback for food industry Malaysia says it wants to reclaim fees  consequential losses from Goldman over  MDB deals Trump's steel tariffs create big profits but few new jobs Flipkart CEO Bansal resigned after sexual misconduct claim  source Credit Suisse investigated by Geneva prosecutors in Turkish case Risking Trump ire  OPEC builds case for oil supply cut Franklin Templeton taps into Israel's     billion retail market China says U S  controls on semiconductor firm break WTO rules New Vodafone boss to cut costs  make more of masts Walmart  Home Depot adopt health insurer tactic in drug copay battle Johnson Controls sells its power business to Brookfield in     billion deal Fears of peak iPhone rattle Asian Apple suppliers Amazon to announce investments in NY  Virginia  Nashville  source ,2018-11-13,0.3060850439882698,0.044648093841642235,-0.969,0.114,0.824,0.062,51.8025016784668,-0.8578962261502241
116,Suncor CEO to retire next year  be replaced by COO CEO of Walmart's India venture resigns after sexual assault accusation  source Exclusive  Snap reveals U S  subpoenas on IPO disclosures Levi Strauss is planning to go public  CNBC Sterling pares losses after UK cabinet backs Brexit deal Pfizer loses drug patent fight in UK top court  may face claims Ackman's Pershing Square exits Mondelez in favor of other bets Airbus likely sold    A   neo jets to Delta  sources FCC launches first U S  high band  G spectrum auction Oil claws back after plunge  sterling rises on Brexit deal Uber posts    billion loss in quarter as growth in bookings slows Prominent managers loaded up on Apple before recent tumble Singapore Airlines finds premium economy a tougher sell on new non stop U S  flights S P     falls for fifth day as financials drag Lockheed gets interim payment for first multiyear F    contract  Pentagon Walmart's LatAm delivery app Cornershop eyeing Canada and U S A matter of volume  threat from ascendant Chinese phones hangs over Apple Berkshire invests in JPMorgan  Oracle as Buffett puts cash to work General Electric pulls out of Nigeria rail concession Several high profile funds raised stakes in GE before selloff  filings U S  lawmaker says Facebook cannot be trusted to regulate itself PG E rout may be hitting hedge funds after raised bets before fire PG E shares and bonds plunge as California wildfire risks mount Bain Capital Ventures closes    billion fund amid venture fund raising frenzy Oil rebounds from steep sell off as OPEC  partners discuss supply cut Exclusive  Saudi Arabia's PIF eyes stake in U S  movie studio Legendary   sources Jury clears J J of liability in California talc cancer case BMW  Vodafone  Ericsson urge EU to consider  G car standard FAA denies report on new probe of Boeing's safety analyses on     MAX Weaker retail sales loom over China's economy despite some bright spots U S  most favored equity region  tech allocations down  BAML survey Daimler to open new R D center in China to accelerate localization Blackrock reports ownership of   percent of Petrobras' preferred shares VW's Skoda Auto says October deliveries down     percent year on year Credit bureau TransUnion CEO to retire in May      Samsung BioLogics' listing under review after regulator says it breached accounting rules Ford  Walmart to collaborate on designing automated vehicle delivery U S  Energy Secretary Perry says oil supply fluctuations not good for world economy Worried by oil slump  OPEC and partners discuss larger supply curbs   sources Elon Musk's 'Teslaquila' drink faces clash with Mexican tequila industry Sterling extends losses on report of possible Brexiteer move FAA  Boeing study need for     MAX software changes after crash PG E shares dive after utility flags impact from Camp wildfire Ericsson doesn't see sales lift after security concerns hit Chinese rivals Dialog Semi says not seeing hit to demand from Apple Vodafone may replicate elements of UK tower sharing venture elsewhere Blue Apron warns on revenue growth  shares tumble Publicis' chief sees consultancy and ad group merger wave U S  consumer inflation rises  oil prices may slow momentum Exclusive  Sears finalizing      million bankruptcy loan with Great American   sources Macy's raises profit forecast before key holiday season U S  farmers scramble to contain trade war damage  find new markets U S  safety board holds hearing on fatal Southwest engine explosion Victoria's Secret CEO to step down  WSJ ,2018-11-14,0.4180778717406624,0.10636715997181112,-0.9635,0.121,0.787,0.092,52.18299865722656,-0.445914617062968
117,U S  senator to query Facebook about report on treatment of critics Apple partners with Oscar winning movie studio A   for feature films Intel adds     billion to its buyback program SpaceX  TeleSat Canada bids get U S  nod to expand satellite internet Goldman CEO 'personally outraged' by Malaysia's  MDB corruption scandal Ready  set  shop  More than a third of Americans to buy on Black Friday  poll Brexit fears pummel sterling  lift yen  dollar JetBlue wants U S   European regulators to review joint ventures Pentagon report on Turkey's F    program delivered to Congress U S  Justice Department to curb bid rigging in government purchases Tesla slashes prices on home solar systems to spur sales World stocks rebound  Brexit blow up levels sterling Exit of Flipkart CEO adds to fears in Corporate India about sexual misconduct Automaker groups warn U S  tariffs will undermine new NAFTA deal Wall Street climbs on hopes of easing trade tensions Ford CEO open to investors in autonomous vehicles but cautious on VW USTR Lighthizer denies he said China tariffs on hold Bankrupt Sears wins court approval for plans to sell stores Facebook defends Russia response  updates plan to curb misbehavior New jury fails to reach verdict in J J South Carolina talc cancer trial Canadian regulator asks Bombardier to halt executive share sales plan Australia's bank chiefs to face the music as misconduct inquiry wraps up China's U turn on market curbs brings back the speculators Dell sweetens tracking stock offer  Icahn drops opposition Wells Fargo plans       U S  job cuts Erich Hampel to step down as chair of UniCredit Bank Austria Troubled Greek jeweler Folli Follie seeks protection from creditors American Airlines 'unaware' of some Boeing     MAX functions until last week  spokesman California wildfire victims sue utility PG E alleging negligence Liberty Global 'not desperate' to sell Swiss business  CFO Apple supplier AMS cuts forecast  indicating poor iPhone demand USTR Lighthizer denies he said China tariffs on hold U S  import prices increase more than expected in October U S  retail sales rebound sharply in October Dollar index holds rise after U S  October retail sales data Upset by Trump's Iran waivers  Saudis push for deep oil output cut Third Point gains ISS  Glass Lewis support in Campbell proxy fight Strong U S  economy boosts Walmart's third quarter sales Carmakers lure ride hailer  delivery drivers in Africa China's stay at home shoppers propel luxury sales  Bain Adecco chief calls for life long learning to dodge jobs 'time bomb' Explainer  Unraveling the Boeing     MAX Lion Air crash Pound dives as UK PM May fights for survival U S  pilots union warns of possible 'safety deficiency' in Boeing     MAX French court to rule on    billion UBS trial on February    Ocado sees deal opportunities in Europe  Asia  Australia Tesla to deliver new Model   orders by year end U S  retail sales rebound  but consumer spending slowing U S  Postal Service posts loss  even as package deliveries rise Swiss watchdog investigates banks over alleged payments system boycott J C  Penney gives gloomy outlook before holidays Tele  says Dutch business not viable before EU rules on Deutsche Telekom deal ,2018-11-15,0.39261031366294524,0.032768474215842634,-0.9755,0.145,0.754,0.101,53.23550033569336,0.6307113558422941
118,VW embarks on     billion electrification plan U S  manufacturing production increases  headwinds growing Viacom sets Netflix deal that augurs future strategy Google Cloud names Thomas Kurian to replace CEO Diane Greene Delta adds    A   neo in boost to Airbus' slow selling jet Dollar falls as Fed officials ring note of caution  pound bounces Oil edges up in volatile session but falls for sixth straight week Bombardier CEO meets investors as stock dives    percent PG E shares surge    percent on report regulator wants to avoid bankruptcy from wildfire Regulator 'stunned and terrified' after causing PG E stock surge Trump says U S  may not impose more tariffs on China S P     buybacks set another quarterly record  S P Dow Jones Dollar  U S  yields slide on Fed official rate talk Airbus  Dassault finalizing bid for early work on new fighter jet Gubitosi seen as favorite to become Telecom Italia CEO  sources Burke to replace Dungey as ABC Entertainment chief Tesla starts taking Model   orders in China UBS lures more money from U S  super rich to Switzerland Weak credit growth raises odds of first China rate cut in years Volkswagen CEO to take responsibility for China business  source U S  envoy to Japan defends trade policies  say not protectionist Tractor maker Deere aims to ride green revolution in Africa T Mobile says Sprint deal may close as early as first quarter next year SAP defends    billion Qualtrics deal U S  investigators approach Deutsche Bank  BofA  JPM in Danske probe  Bloomberg PG E options traders bet stock not out of the woods yet BlackBerry to buy cybersecurity firm Cylance for      billion Supply glut mars Turing effect for Nvidia shares Take Five  Black Friday shoppers to Brexit wreckage  world markets themes for the week ahead Dollar index hits one week low on Fed officials' cautious comments Volkswagen expects to be the most profitable maker of electric cars Delta confirms new A   neo order  defers delivery of    A   s The egos disbanded  Bridging the great advertising divide California judge orders next Monsanto weed killer cancer trial for March Google Cloud names Thomas Kurian to replace CEO Diane Greene,2018-11-16,0.41357323232323234,0.15164141414141416,0.9466,0.079,0.799,0.121,53.074501037597656,0.4872242591891336
119,Instant View  Wall Street stocks tumble  S P falls   percent Societe Generale to pay      billion to settle cases in the U S  American Airlines pilots seek new contract negotiations Apple cuts production orders for all three new iPhone models  WSJ GE shakes up power unit leadership  taps retired exec to help Deutsche Bank was correspondent bank for Danske Bank in Estonia  spokesman Danske whistleblower says big European bank handled      billion in payments Crude rises slightly despite oversupply fears Apple  trade woes sink stocks  growth worries drag on dollar Northrop Grumman wins      million U S  defense contract  Pentagon Wall Street tumbles as Apple  internet stocks swoon Nissan to oust Ghosn after arrest for alleged financial misconduct Kroger and Ocado to build first robotic warehouse in Cincinnati New Petrobras CEO rules out privatization  wants non core asset sales APEC fails to live up to its name amid U S   China acrimony Bitcoin may hover above        Boeing to hold airline call on     MAX systems after Indonesia crash   sources A key Fed official stays the course on U S  rate hikes amid growing doubts U S  recession chances edge up  risk Fed delivers fewer hikes  Reuters poll Petrobras should focus on oil exploration and production  incoming CEO Barclays not liable to buyers of U S  IPO before      crisis  appeals court SocGen says      billion U S  penalties will not affect      results Asia's cash rich firms more resilient in this year's equity selloff Bitcoin sinks to new    month low Nissan  Ghosn used company money for personal use Exclusive  U S  shale firms offer      million to aid Texas  New Mexico Ghosn under reported nearly    billion yen in compensation  Jiji Carlos Ghosn  the cost cutter with a big price tag France's Macron vows to maintain Renault Nissan stability Explainer  Danske Bank's     billion euro money laundering scandal Nissan chairman Ghosn has been arrested  Yomiuri U S  home builder sentiment posts biggest drop in       years France committed to Renault stability after Ghosn arrest France says Ghosn case not problem for Renault stability Timeline  How Danske Bank's Estonian money laundering scandal unfolded Disney's Fox deal gets China's approval Bitcoin breaches         plumbs fresh    month low People are our greatest asset  Wanna buy them  Nissan CEO to propose board oust Ghosn on Thursday Musk hints at Tesla interest in Daimler van ,2018-11-19,0.33600649350649353,0.0579004329004329,-0.7631,0.118,0.779,0.103,51.0,-1.5760226216662048
120,CVS now expects Aetna deal to close after Thanksgiving U S  banking sector reports     billion profit in third quarter  FDIC Renault taps interim chairman  COO to replace Ghosn  sources Target shares tumble after profit miss  big jump in inventories Walmart  Target  Best Buy take steps to curb gift card fraud Sainsbury's Asda deal could hurt farmers  says union eBay polishes plans for online second hand luxury watch market Exclusive  Nissan expands Ghosn probe to include Renault alliance   sources Kohl's profit forecast misses estimates  shares slip Instant View  Wall Street indexes close down sharply Airbus to unveil top finance  operational executives  sources Exclusive  Chevron granted waiver from U S  biofuel laws at Utah plant   source Renault names Ghosn stand ins amid tension over Nissan probe World stocks  oil plunge as global growth prospects dim DoubleLine's Gundlach  Now is the time for capital preservation Canada's Bombardier leads bids for     car New Jersey rail deal  sources Wall Street sells off again as retail  energy struggle Bitcoin crashes to lowest this year  losses top    percent in a week German watchdog asks Deutsche for information on Danske  source Sears investors claim hedge fund Cyrus improperly influencing credit market  letter NASA to review workplace safety culture at SpaceX  Boeing Japan government calls for stable alliance among Nissan  Renault  Mitsubishi Noble Group hit by regulatory probe  days before closing      billion restructuring deal Crunch time for Tencent Music's         billion IPO hopes U S  judge selects first case in federal Monsanto weed killer litigation Nippon Steel braces for weaker prices amid fears over China slowdown Oil slumps   percent as equities slide feeds demand worry Amazon  Blackstone among bidders for    Disney sports networks  CNBC Boeing cancels airline call on     MAX systems  sources Warburg Pincus plans to raise up to    billion for new China fund  sources KKR expands Asia infrastructure business with new hires Nissan shares slump as global alliance rocked by Ghosn arrest Renault board to discuss interim replacement for Ghosn  sources Ghosn in no position to lead Renault  says French finance minister Nikkei ends at three week low after Ghosn arrest shocks market  Nasdaq fall drags tech stocks South Korea's Jeju Air orders    Boeing planes worth      billion Google invests      million in Danish data center  secures green energy Lebanese foreign ministry  will stand by Carlos Ghosn Japan's Mitsubishi CEO says tough to manage car alliance without Ghosn Bitcoin for payments a distant dream as usage dries up Explainer  What misconduct is Nissan's Ghosn accused of  and how did it come to light  Denmark aims to improve whistleblower protection amid Danske Bank scandal UK Plc prepares for messy Brexit as clock ticks down Agrokor founder freed on bail as fraud investigation continues Lowe's to get rid of Mexico stores in further restructuring Deutsche Bank handled      billion of potentially suspicious flows tied to Danske   WSJ Goldman Sachs sees 'modest' emerging market rebound in      Nvidia shares turn positive after Citron buys stock FedEx expands fleet to add       Chanje electric vans EU approves Takeda buying Shire  on divestment condition Campbell Soup quarterly profit beats estimates  shares jump Investor advisory firms back Takeda's     billion deal for Shire Pakistan  IMF extend bailout talks  finance ministry China bars actress Zhao Wei from holding key positions in companies for five years Google invests      million in Danish data center  secures green energy,2018-11-20,0.3601333851333851,0.062470862470862455,0.959,0.108,0.745,0.147,51.28799819946289,-1.2829787770275516
121,Volkswagen strikes deal with Broadcom to end patent lawsuit  source China hits back at U S  'hypocrisy' at WTO meeting China and U S  accuse each other of hypocrisy as WTO litigation begins New York regulator to end supervision of Standard Chartered for compliance failings Stock market volatility  Options traders expect more  more  more Atlanta Fed leaves U S  fourth quarter GDP growth view at     percent U S  business spending slowing  housing market weak Nissan seeks more power in Renault alliance  governments urge stability U S  prosecutors are said to be investigating Japan's MUFG  NYT Oil rebounds after prior session's slide  glut worries persist RCS Mediagroup believes Blackstone paid too little for properties  source Technology  energy stocks rally  oil bounces back from rout Harvesting in a trade war  U S  crops rot as storage costs soar Apple supplier Foxconn seeks to cut costs in       Bloomberg S P     gains with energy  tech but ends near day's low Google reveals new policy for election ads ahead of EU vote  Bloomberg Holiday wish list  U S  states count on extra online sales tax to boost budget Ryanair says not seeing any Brexit impact  well prepared for no deal Timeline  JD com CEO's fateful journey to Minnesota Jar wars  the Italian plot to weaken Nutella Alibaba suffers rare 'down round' investment as Babytree's HK IPO prices low  sources USTR says China has failed to alter 'unfair  unreasonable' trade practices Tokyo court decides to keep Ghosn detained for    days  Kyodo French Finance Minister spoke to Renault executives  to have briefing on Wednesday IKEA Group plans to cut       administrative jobs U S  chipmaker Nvidia to provide AI platform for Chinese EV start ups Airbus names finance  operations chiefs amid major overhaul Wells Fargo fights to leave customers out of auto payout plan France and Japan want to pursue Renault Nissan consolidation  Le Maire Danske money laundering whistleblower labels UK structures a 'disgrace' Deutsche Bank had limited need to know details of Danske transactions  executive says U S  home refinancing requests fall near    year low  mortgage group BMW to offer ride hailing services in China from December LATAM Airlines posts steep third quarter profit fall on Argentina  Brazil Lloyd's of London COO Shirine Khoury Haq to leave Bombardier cuts     jobs at Belfast plant Amazon opens Spanish pop up store to showcase its wares Foot Locker shares soar after Air Max boost Google reveals new policy for election ads ahead of EU vote  Bloomberg,2018-11-21,0.3204524233935999,0.00756196417961123,-0.9792,0.144,0.775,0.081,51.88050079345703,-0.69060450215202
122,Travel ticket agents Amadeus and Sabre face EU antitrust investigation Exclusive  A   Networks explores potential sale   sources Amazon workers strike in Germany  Spain on Black Friday Discontent with Danske Bank high  but poll shows sentiment improving Exclusive  Visa  Mastercard offer tourist card fee cut in EU antitrust probe   sources Citigroup  JPMorgan to pay        million to settle rate rigging lawsuit UTC gets Chinese nod for Rockwell Collins purchase  deal set to close Oil's Black Friday drop could hit drilling budgets for      Buffett backed Chinese automaker BYD suspends plan for Canada plant Oil tumbles on oversupply concerns  sinking world stocks Oil plunges nearly   percent despite talk of output cut Wall Street drops  S P     confirms correction A slippery trade  oil slump proves bears right Exclusive  Logitech in talks to acquire headphone maker Plantronics   sources Would market shock force UK parliament's hand on Brexit  U S  officials  German car firms prep for White House meeting  sources Japan prosecutors likely to build new criminal case against Ghosn  Asahi Peugeot's UK Vauxhall to cut more jobs at Ellesmere Port car plant China says WTO faces 'profound crisis'  urges reform Factbox  How Carlos Ghosn's pay compares with other top auto executives' Nissan aims to nominate new chairman by around December     source China hopes countries can provide fair environment for Chinese firms U S  asks allies to shun Huawei equipment  WSJ reports  sector stocks fall Dolce   Gabbana founders seek 'forgiveness' in China with video apology Interim Renault boss  I'll protect our interests in Nissan alliance Ethiopian Airlines steps up hunt for African connections Organic wine market growing fast but to remain niche  study Mazda recalls        cars in Russia over airbag issue Flybe in talks with Virgin Atlantic for possible sale German court rules Volkswagen must reimburse owner full price of car APEC host urges greater WTO participation amid U S  China discord China wants trade talks with United States to be equal  mutually beneficial Samsung Electronics vows to pay compensation for ill workers by      Volvo Cars delays plan to build Lynk   Co vehicles in Belgium Take Five  Trade to tech wrecks   World markets themes for the week ahead British banks await stress test trigger for shareholder payouts ,2018-11-23,0.42182167295070516,0.09011101801424383,0.2023,0.104,0.78,0.116,51.194000244140625,-1.3805709258735845
123,Airbus delivers first A   neo in Boeing     dogfight Airbus hints at decision on new A    version next year Trump says GM 'better' add new facility in Ohio after cuts Thousands moved out for a new GM factory  now it's closing Airbus to resume deliveries to HNA Group after payments dispute World stock markets rise on politics and holiday retail hopes Oil breaks above     bbl  but doubts about growth curb gains Ford Canada CEO says firm has no plans for GM style auto plant shutdown Wall Street rallies as Cyber Monday shoppers log on Exclusive  Deutsche Telekom to win EU nod for Dutch Tele  deal  shares jump Canada blindsided by GM closure  workers walk out in protest GM to slash jobs and production  drawing Trump's ire Airbnb hires Amazon veteran as CFO ahead of potential IPO Cyber Monday on track for U S  online shopping record GM says no plans at the moment to announce plant closures outside North America Disney  Fox sued in U S  for    billion over Malaysia theme park StanChart planning to simplify structure to curb costs  Bloomberg Campbell ends proxy fight with Third Point  adds directors Factbox  GM North America plant shutdowns could hit nearly       workers GM CEO to meet with White House adviser after job cuts announcement  sources Seeing the bigger picture  oil price slump is part of broader Asian pullback In China's hinterland  car market growth engine sputters PNG upholds deal with Huawei to lay internet cable  derides counter offer Total has 'Uber like' ambitions to shake up French power market Factbox  Auto industry megamergers and alliances VW  Ford alliance borne out of need to adapt to fragmented markets South Korea's SK Innovation to build its first U S  EV battery plant Nissan says CEO did not mention need to review alliance equity structure Aramco eyes bigger market share in Asia ahead of possible OPEC cut  CEO Esprit to cut jobs  products as part of turnaround plan Fiat Chrysler aims to boost margins  keep jobs with European production plan U S  top court leans towards allowing Apple App Store antitrust suit Exclusive  Venezuela rejected BP bid to buy Total's stake in gas block   sources Kering takes e commerce in house in online luxury battle GM plans major announcement on global operations Monday  Canada union Bitcoin sinks as cryptocurrency sell off gathers pace ,2018-11-26,0.3350108225108225,0.09184253246753248,0.1116,0.101,0.798,0.102,52.430999755859375,-0.14810680702491652
124,World stocks finish higher on China trade deal hopes  dollar rises Disney  Fox deny claims in    billion Malaysia theme park lawsuit TransCanada asks Montana court to allow preliminary work on Keystone XL Former Facebook worker says firm not doing enough to deal with racial discrimination White House adviser says Trump may announce GM shutdown consequences Fed official frets over risks to Apple Pay  other mobile payments Opening on Thanksgiving hurts retailers more than it helps United Technologies to separate into three companies Deutsche Bank mulls shake up of high level executives  WSJ Trump open to deal with Xi at dinner but with conditions  Kudlow Oil prices edge lower ahead of G    OPEC meetings Single word keeps some farmers from getting Trump's aid to offset tariffs Workers return to GM's Canada plant  union to meet Trudeau Oshkosh wins      billion U S  defense contract  Pentagon Wall Street reverses losses after White House adviser's trade remarks Amazon adds antenna service for satellite data  courts space industry Hong Kong's finance sector M A deals fall prey to China crackdown Sears secures court approval for additional      million loan Trump says 'not even a little bit happy' with Fed's Powell  report U S  court revives Mattress Firm defamation case against Sleep Number Trump threatens to cut GM subsidies in retaliation for U S  job cuts White House adviser says China U S  trade deal still possible Exclusive  China not seriously considering U S  Treasuries as trade war weapon   envoy Milan prosecutors wrap up Gucci tax probe  trial likely  source Trump is right  jobs for black Americans abound  Here's why it may not last Fewer Americans shopped during Thanksgiving weekend in      British and Dutch regulators fine Uber for      data hack Japan's Line partners Mizuho  Tencent in fintech drive  shares jump Trump says he expects to raise China tariffs  Wall Street Journal DBS to almost double staff  triple revenue of Mideast private banking Lufthansa sees three Europe carriers in global 'champions league' H M to close down its struggling Cheap Monday brand EU trade chief urges U S  to join talks on WTO reform Alibaba's Jack Ma is a Communist Party member  China state paper reveals Fed wants smallest possible portfolio  says Vice Chair Clarida Special Report  Little known to many investors  cryptocurrency reviews are for sale Fed's Bullard  'cracks' in growth may shape Fed      debate Mitsubishi Motors says Nissan Renault alliance can survive turmoil Fed urged to get more serious about U S  corporate debt risks Fed's Clarida more sensitive to data  still backs U S  rate hikes U S  SEC chairman says Tesla case is 'settled' despite CEO's tweet Exclusive  EPA will not reallocate waived biofuel volumes to        official Auto group says Tesla's China sales plunge  company's shares slide Party's over  As margins tumble  China steel mills brace for hard times Microsoft's stock market value catches up with Apple Mitsubishi Motors executive stresses importance of alliance with Nissan  Renault Wary whistleblower casts light on dark Danish drama Exclusive  Argentina says it is close to inking a beef deal with U S  Norwegian Air unveils London Rio flight  challenging 'monopoly' Trump may impose tariffs on imported cars from next week  report Russia's Potanin to appeal UK court decision in battle of billionaires ,2018-11-27,0.43351739277271195,0.07803275920297198,0.909,0.1,0.782,0.118,52.22050094604492,-0.3610796345240459
125,Judge orders new talks in Fiat Chrysler diesel emissions case Detroit Three narrowing car production in North America Microsoft's stock market value pulls ahead of Apple's Lampert's hedge fund and Cyrus Capital to team up for possible Sears bid  Bloomberg U S  third quarter growth unrevised  headwinds increasing Pimco buys all of    billion UniCredit bond  sources Wall Street surges on hints of fewer rate hikes  dollar falls Car market collapse outruns GM moves to keep up Exclusive  U S  senators ask White House to probe ZTE work in Venezuela Wall Street jumps as Powell hints interest rate hikes may taper off Saudi Arabia inks deal for Lockheed's missile defense system Fed's Powell  in apparent dovish shift  says rates near neutral Tiffany sales to Chinese tourists disappoint  shares fall sharply Trump retweets item saying GM should pay back bailout money Altria in talks to take minority stake in Juul  sources Microsoft wins        million contract from U S  Army Two U S  pipelines rack up violations  threaten industry growth Volkswagen planning new North America factory for electric vehicles Jewish Americans sue Airbnb over West Bank listing ban Instant View  Fed's gradual rate hikes balance against risks   Powell Apple's iPhone XR is company's best selling model  executive says Fed's Powell  Financial risks 'moderate' despite vulnerabilities State owned Israel Aerospace to partner with Boeing on potential aviation contracts Exclusive  Brazil oil tanker collision reveals offshore regulatory gaps Auditor had questioned Nissan on payments to Ghosn at heart of scandal  source 'Out of control'  Chinese authorities slam ride hailing giant Didi over safety New Zealand rejects Huawei's first  G bid citing national security risk Exclusive  Russia plans stiffer fines for tech firms that break rules   sources Cryptocurrencies to survive sell off   Allianz's El Erian Bitcoin gains   percent as it heads for best day since July Bangladesh factory safety group seeks to delay closure  flags lingering risks Deutsche Bank Americas head expected to leave  sources Dismantling the oil industry  rough North Sea waters test new ideas Ford reshuffles U S  plants to beef up SUV  truck production Bitcoin up    percent  on course for its biggest daily rise since April Siemens CEO received pay rise in       annual report NBA strikes betting data deals with Sportradar  Genius Sports Daimler to start making electric cars in China in      Wall Street grows cautious but still optimistic  Reuters poll BMW chief says considering second U S  manufacturing plant U S  new home sales drop to more than       year low Insurer AXA raises profit targets in wake of     billion XL deal Danske Bank charged over alleged violations of money laundering law Seeds of Renault Nissan crisis sown in Macron's 'raid' ,2018-11-28,0.353958944281525,0.11151026392961874,-0.8188,0.105,0.813,0.081,54.311500549316406,1.732730786652894
